labels,clean_text_g
1,101434682585913978258871803613978 14639168036281803674102412162816803 5859180361803616803585914639 258871353107721317316803 210391463958591482116803 2412126019 25887107721610116803 58592412162848861680314639741014639 628585911275 58592412162848861680314639 2412118383 25887107721610116803 7707585910143248482588714639741013532412113173 1077224121210397410146391482158591397810772741024121 2412113283 1463916803617558591397816803 770758591014324848 101437410241211610116803146396285859139781077274102412158596175 1803658591463913978241211680314639 24121 241211803658591463913978 18383 61757410741024848 6175107722484816803 1463916803139781463910772168031610158596175 585913532588714821168032412113978 14821741013173168036175 585914639168032412113978 62816803241211397816803241211014316803 21039107722412113173 7410180361680324121 1077224121139781680314639241211680313978 4682139781397818036 101437410 16803241211610114821148212103948861353 
0,101434682585913978258871803613978 14639168035859628741024121 1014374101463914639168031014313978617511275 628139781077261756175 258871680313978 13978146391077210143248481680313173 4682139781397818036 101437410 17492488622201127521056 1397824848 
0,101434682168031014324848 101434682585913978258871803613978 58592412162848861680314639 585962813978741024121107726284682107722412125887617511275 1680361755859770774101463958591397816803 5859101431014313531463958591397816803 2103958591014313978 1463916803210391463958591077224121 1482158592484816803 5859628628135314821180361397810772741024121 101437410135324121139781680314639 26631353168036281397810772741024121 26631353168036281397810772741024121 13532412110143617516803585914639 6175585913531317358597707617516803 24121 24121 7410180361680324121585910772 2588714639585913173135358596175617511275 1803613536284682 617510772148211077213978 148215859101434682107722412116803 101437410148211803614639168034682168032412113173 4682139781397818036628 101437410 1317311275488610143468210143 4682241215859 
2,101434682585913978258871803613978 24121168034886 617558592412125887135358592588716803 14821741013173168036175 7707135310772617513173 258871803613978 7410180361680324121585910772 131731077258596175741025887 4682139781397818036 101437410 112755859210392588713532588717492266358596175 585961756287410 139781463911275 21039146391680316803 48861680361756175 4682139781397818036628 101437410 628131731014310772210564682210394886210564682 
0,101434682585913978258871803613978 16803161011680324121 13173168037707135325887 17492 1014374101317316803 488614639107721397816803 16803628628585911275 21039741074106175107726284682 4682135314821585924121 48861463974102412125887 4682139781397818036628 101437410 1803626631397826635859168037410 13531353 
1,101434682585913978258871803613978 48861680361756175 180364886241211680314639 4682139781397818036628 101437410 1749277076175741010772488616803 6282220 
0,101434682585913978258871803613978 10143741018036 58592412162848861680314639 4682139781397818036 101437410 21056148216281353 488624848 
0,14821107722412113173 101434682585913978258871803613978 4682139781397818036 101437410 2588724121 2663741013532103911275585916101 
0,101434682585913978258871803613978 107722412110143146391680313173107727707617516803 168032105658591482118036617516803 585962824848 74101803616803241211482118036 146391680310143135314639628107721610116803 13978585962824848 258871680313978 168032105618036617558592412158591397810772741024121 168032105658591482118036617516803 16803161011680324121 628139781680318036 101437410148211803610772617516803 14639135324121 1482158591463916101168036175617574101353628 4682139781397818036 101437410 488662846821353 6281353 
1,248482412174104886 1397846827410135325887468213978 18036135313978 101434682585913978258871803613978 21039585914639 258877410741013173 4682139781397818036 101437410 14821180367707 4886139782412110143 
0,139781680361756175 4886107722103916803 101434682585913978258871803613978 146391680318036617511275 6287410148211680313978107721482116803628 488658592412113978 258877410 6175107721610116803 1014358591610116803 6175107722103916803 1014358591610116803 107721482158592588716803 1317358596175617516803 1803674101680314821 101434682585913978258871803613978 4682139781397818036 101437410 5859112752412161752412125887241211353146397707 
1,61751680313978 6281680316803 101434682585913978258871803613978 248482412174104886 10143 16803161011680324121 77071463916803585924848 18036146397410770761751680314821 628139781680318036 628139781680318036 488674104886 7410180361680324121585910772 4682139781397818036 101437410 24121 112752663180361680325887131735859 
2,101434682585913978258871803613978 25887107721610116803 258877410741013173 58591317316101107721014316803 1397858592484816803 585914639741013532412113173 1077214821180367410146391397858592412113978 139787410180361077210143 13173168036281077225887241211680314639 1014374101317316803 4682139781397818036628 101437410 2105613173112752103918036 770746821463914821 
0,1014374101482116803 741077076175107722588758591397874101463911275 101434682585913978258871803613978 62810143146391680316803241216284682741013978628 1803616803741018036617516803 248482412174104886 46821077218036 
0,139781463911275 101434682585913978 24121168034886 7410180361680324121585910772 7707741013978 1463916803161011680358596175 1610158591482118036107721463916803 146391680358596175 7410180361680324121585910772 101434682585913978258871803613978 4682139781397818036 101437410 10772258876282412124848 1749261751610121056 
2,741024848 488658591077213978 14821107722412113531397816803 101434682585913978258871803613978 58591014313978135358596175617511275 180361463916803139781397811275 258877410741013173 139781680358591014346821680314639 4682139781397818036 101437410 14821617514821 7410101432588721039 
2,2663 488674101353617513173 258877410741013173 4682135314821585924121 62874101014310772168031397811275 1803616803741018036617516803 6175107722484816803 74106285859148215859 77071077224121 61755859131731680324121 24121 24121101434682585913978258871803613978 488674101353617513173 258877410741013173 4682135314821585924121 62874101014310772168031397811275 1803616803741018036617516803 6175107722484816803 74106285859148215859 77071077224121 61755859131731680324121 617558592412125887135358592588716803 14821741013173168036175 1482158592484816803 174921353131732588714821168032412113978 488674101353617513173 258877410741013173 7707585913173 4682135314821585924121 62874101014310772168031397811275 4682139781397818036 101437410 2105674106282412113173 210562103921056 
1,101434682585913978258871803613978 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 131731077258596175741025887135316803 4682139781397818036628 101437410 180362663139782103924848628585946821014316803 
0,258877410 21039107721463962813978 2484810772617561751680314639 58591803618036 101434682585913978258871803613978 1317374101014313531482116803241211397858591397810772741024121 61757410741024848135318036 4682139781397818036 101437410 101434682180361014321039 112757410112752220 
2,168031610116803146391127574102412116803 258871680313978 21039135324121 101434682585913978258871803613978 13978741013173585911275 1077214821 628468210772139781397811275 13173585911275 1749274107707 24121 2412110772 2103916803168036175 6175107722484816803 248481077213173 2588714639741013532412113173 4886585913978101434682107722412125887 248481077213173 180366175585911275 7410135313978628107721317316803 488610772241211317374104886 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 1353 4682 10772628161011077274107707 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 1680316803 2484861751482114639 16803 
2,146391680358596175617511275 10772148211803614639168036286281680313173 7410180361680324121585910772 1014346825859139782588718036 4682139781397818036 101437410 770714821 248482103916803741011275 4682139781397818036 101437410 1803616101258872103910772131731803648867410 
2,101434682585913978258871803613978 1077214821180361463916803628628107721610116803 258877410741025887617516803 2484810772617561751680314639 24121168031680313173 1353180361317358591397816803 1014374102412113978168032412113978 168031610116803146391127513173585911275 628139781077261756175 135362816803 258877410741025887617516803 62816803585914639101434682 139784886168031680313978 24121168031680313173 180367410107722412113978 1397814639135362813978 488674101463913978468211275 62874101353146391014316803 1482158592484816803 17492135313173258871680314821168032412113978 585961756287410 74101463925887 14639168035859628741024121 24121 
